STATION,STATION_NAME,DATE,DLY-TAVG-NORMAL
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100221,56.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100222,57.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100223,57.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100224,57.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100225,57.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100226,57.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100227,57.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100228,57.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100301,57.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100302,57.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100303,57.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100304,57.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100305,57.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100306,57.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100307,58.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100308,58.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100309,58.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100310,58.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100311,58.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100312,58.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100313,58.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100314,58.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100315,58.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100316,58.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100317,58.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100318,58.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100319,59.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100320,59.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100321,59.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100322,59.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100323,59.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100324,59.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100325,59.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100326,59.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100327,59.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100328,59.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100329,60.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100330,60.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100331,60.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100401,60.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100402,60.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100403,60.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100404,60.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100405,60.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100406,61.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100407,61.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100408,61.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100409,61.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100410,61.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100411,61.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100412,61.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100413,62.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100414,62.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100415,62.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100416,62.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100417,62.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100418,62.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100419,63.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100420,63.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100421,63.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100422,63.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100423,63.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100424,63.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100425,64.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100426,64.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100427,64.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100428,64.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100429,64.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100430,64.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100501,65.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100502,65.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100503,65.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100504,65.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100505,65.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100506,65.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100507,65.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100508,65.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100509,65.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100510,66.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100511,66.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100512,66.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100513,66.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100514,66.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100515,66.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100516,66.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100517,66.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100518,66.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100519,66.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100520,66.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100521,66.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100522,67.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100523,67.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100524,67.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100525,67.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100526,67.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100527,67.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100528,67.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100529,67.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100530,67.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100531,67.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100601,67.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100602,67.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100603,68.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100604,68.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100605,68.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100606,68.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100607,68.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100608,68.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100609,69.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100610,69.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100611,69.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100612,69.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100613,69.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100614,69.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100615,70.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100616,70.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100617,70.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100618,70.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100619,71.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100620,71.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100621,71.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100622,71.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100623,72.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100624,72.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100625,72.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100626,72.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100627,73.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100628,73.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100629,73.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100630,73.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100701,73.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100702,74.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100703,74.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100704,74.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100705,74.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100706,74.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100707,75.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100708,75.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100709,75.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100710,75.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100711,75.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100712,75.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100713,76.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100714,76.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100715,76.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100716,76.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100717,76.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100718,76.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100719,76.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100720,76.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100721,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100722,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100723,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100724,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100725,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100726,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100727,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100728,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100729,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100730,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100731,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100801,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100802,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100803,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100804,76.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100805,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100806,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100807,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100808,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100809,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100810,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100811,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100812,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100813,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100814,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100815,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100816,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100817,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100818,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100819,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100820,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100821,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100822,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100823,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100824,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100825,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100826,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100827,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100828,76.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100829,76.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100830,76.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100831,76.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100901,76.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100902,76.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100903,76.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100904,76.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100905,76.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100906,76.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100907,76.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100908,75.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100909,75.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100910,75.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100911,75.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100912,75.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100913,75.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100914,75.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100915,74.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100916,74.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100917,74.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100918,74.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100919,74.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100920,73.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100921,73.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100922,73.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100923,73.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100924,73.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100925,72.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100926,72.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100927,72.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100928,72.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100929,71.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20100930,71.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101001,71.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101002,70.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101003,70.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101004,70.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101005,70.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101006,69.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101007,69.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101008,69.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101009,69.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101010,68.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101011,68.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101012,68.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101013,68.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101014,67.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101015,67.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101016,67.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101017,67.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101018,66.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101019,66.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101020,66.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101021,66.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101022,66.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101023,65.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101024,65.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101025,65.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101026,65.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101027,64.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101028,64.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101029,64.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101030,64.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101031,64.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101101,63.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101102,63.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101103,63.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101104,63.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101105,63.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101106,62.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101107,62.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101108,62.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101109,62.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101110,61.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101111,61.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101112,61.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101113,61.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101114,60.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101115,60.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101116,60.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101117,60.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101118,59.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101119,59.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101120,59.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101121,59.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101122,58.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101123,58.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101124,58.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101125,57.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101126,57.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101127,57.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101128,57.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101129,57.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101130,56.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101201,56.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101202,56.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101203,56.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101204,55.9
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101205,55.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101206,55.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101207,55.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101208,55.2
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101209,55.1
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101210,55.0
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101211,54.8
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101212,54.7
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101213,54.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101214,54.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101215,54.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101216,54.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101217,54.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101218,54.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101219,54.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101220,54.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101221,54.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101222,54.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101223,54.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101224,54.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101225,54.3
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101226,54.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101227,54.4
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101228,54.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101229,54.5
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101230,54.6
GHCND:USC00047050,POMONA FAIRPLEX CA US,20101231,54.6
GHCND:USC00049152,U C L A CA US,20100101,58.7
GHCND:USC00049152,U C L A CA US,20100102,58.8
GHCND:USC00049152,U C L A CA US,20100103,58.8
GHCND:USC00049152,U C L A CA US,20100104,58.8
GHCND:USC00049152,U C L A CA US,20100105,58.9
GHCND:USC00049152,U C L A CA US,20100106,58.9
GHCND:USC00049152,U C L A CA US,20100107,59.0
GHCND:USC00049152,U C L A CA US,20100108,59.0
GHCND:USC00049152,U C L A CA US,20100109,59.0
GHCND:USC00049152,U C L A CA US,20100110,59.0
GHCND:USC00049152,U C L A CA US,20100111,59.1
GHCND:USC00049152,U C L A CA US,20100112,59.1
GHCND:USC00049152,U C L A CA US,20100113,59.1
GHCND:USC00049152,U C L A CA US,20100114,59.1
GHCND:USC00049152,U C L A CA US,20100115,59.1
GHCND:USC00049152,U C L A CA US,20100116,59.1
GHCND:USC00049152,U C L A CA US,20100117,59.1
GHCND:USC00049152,U C L A CA US,20100118,59.1
GHCND:USC00049152,U C L A CA US,20100119,59.1
GHCND:USC00049152,U C L A CA US,20100120,59.1
GHCND:USC00049152,U C L A CA US,20100121,59.1
GHCND:USC00049152,U C L A CA US,20100122,59.1
GHCND:USC00049152,U C L A CA US,20100123,59.1
GHCND:USC00049152,U C L A CA US,20100124,59.1
GHCND:USC00049152,U C L A CA US,20100125,59.0
GHCND:USC00049152,U C L A CA US,20100126,59.0
GHCND:USC00049152,U C L A CA US,20100127,59.0
GHCND:USC00049152,U C L A CA US,20100128,59.0
GHCND:USC00049152,U C L A CA US,20100129,58.9
GHCND:USC00049152,U C L A CA US,20100130,58.9
GHCND:USC00049152,U C L A CA US,20100131,58.9
GHCND:USC00049152,U C L A CA US,20100201,58.9
GHCND:USC00049152,U C L A CA US,20100202,58.8
GHCND:USC00049152,U C L A CA US,20100203,58.8
GHCND:USC00049152,U C L A CA US,20100204,58.8
GHCND:USC00049152,U C L A CA US,20100205,58.8
GHCND:USC00049152,U C L A CA US,20100206,58.8
GHCND:USC00049152,U C L A CA US,20100207,58.7
GHCND:USC00049152,U C L A CA US,20100208,58.7
GHCND:USC00049152,U C L A CA US,20100209,58.7
GHCND:USC00049152,U C L A CA US,20100210,58.7
GHCND:USC00049152,U C L A CA US,20100211,58.7
GHCND:USC00049152,U C L A CA US,20100212,58.7
